count, hci0, hci1, hci2, flg
0,0,0,-65
1,0,0,-65
2,0,0,-65
3,0,0,-65
4,0,0,-65
5,0,-67,-64.5
6,0,-67,-64
7,0,-67,-64
8,0,-67,-64
9,0,-67,-64
10,0,-67,-64
11,0,-67,-64
12,0,-67,-64
13,0,-67,-64
14,-56,-67,-64.5
15,-56,-67,-64.4
16,-56,-67,-64.4
17,-63.5,-67,-64.8333
18,-64.6667,-67,-65.1429
19,-64.6667,-67,-65.1429
20,-64.6667,-67,-65
21,-62.5,-67,-65
22,-62.5,-67,-65
23,-62.5,-67,-65
24,-64.2,-65.25,-64.9091
25,-64.2,-65.25,-64.9091
26,-64.2,-65.25,-64.9091
27,-64.2,-65.25,-64.9091
28,-64.2,-65.25,-64.9091
29,-64.6667,-66.6,-64.9167
30,-63.4286,-66.6,-64.9167
31,-63.4286,-66.6,-64.9167
32,-64.625,-66.6,-64.9167
33,-64.625,-65.5,-65.0769
34,-64.625,-65.5,-65.0769
35,-64.625,-65.5,-65.2143
36,-64.625,-66.7143,-65.3333
37,-64.625,-66.7143,-65.3333
38,-64.625,-66.75,-65.3333
39,-64.625,-66.75,-65.3125
40,-64.625,-66,-65.25
41,-64.625,-66,-65.25
42,-64.625,-66,-65.25
43,-65.5556,-66,-65.5
44,-65.5556,-66,-65.5
45,-65.5556,-66.8,-65.8125
46,-65.5556,-67.2727,-65.875
47,-65.5556,-67.2727,-65.875
48,-65.5556,-67.2727,-65.875
49,-64.8,-67.2727,-65.875
50,-64.8,-67.2727,-65.875
51,-64.8,-67.2727,-65.875
52,-65.6364,-66.6667,-66.0625
53,-65.6364,-66.6667,-66.0625
54,-65.75,-66.6667,-66.0625
55,-65.75,-67.2308,-66.125
56,-65.75,-67.2308,-66.125
57,-65.1538,-67.7143,-66.0625
58,-64.5,-67.5333,-66.1875
59,-64.5,-67.5333,-66.1875
